Title,Getting Information,"Monitoring Processes, Materials, or Surroundings","Identifying Objects, Actions, and Events","Inspecting Equipment, Structures, or Materials","Estimating the Quantifiable Characteristics of Products, Events, or Information","Judging the Qualities of Objects, Services, or People",Processing Information,Evaluating Information to Determine Compliance with Standards,Analyzing Data or Information,Making Decisions and Solving Problems,Thinking Creatively,Updating and Using Relevant Knowledge,Developing Objectives and Strategies,Scheduling Work and Activities,"Organizing, Planning, and Prioritizing Work",Performing General Physical Activities,Handling and Moving Objects,Controlling Machines and Processes,"Operating Vehicles, Mechanized Devices, or Equipment",Working with Computers,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",Repairing and Maintaining Mechanical Equipment,Repairing and Maintaining Electronic Equipment,Documenting/Recording Information,Interpreting the Meaning of Information for Others,"Communicating with Supervisors, Peers, or Subordinates",Communicating with People Outside the Organization,Establishing and Maintaining Interpersonal Relationships,Assisting and Caring for Others,Selling or Influencing Others,Resolving Conflicts and Negotiating with Others,Performing for or Working Directly with the Public,Coordinating the Work and Activities of Others,Developing and Building Teams,Training and Teaching Others,"Guiding, Directing, and Motivating Subordinates",Coaching and Developing Others,Providing Consultation and Advice to Others,Performing Administrative Activities,Staffing Organizational Units,Monitoring and Controlling Resources
Firefighters,17.384,23.226000000000003,21.0,21.2018,14.1332,15.730400000000001,14.7901,12.9599,11.816699999999999,21.199199999999998,12.4362,20.8999,12.06,9.8547,16.2627,24.0748,25.116000000000003,20.432100000000002,19.3519,8.439200000000001,5.772999999999999,16.456000000000003,8.3808,17.8904,8.8452,17.336199999999998,15.235199999999999,17.5797,25.088,5.324999999999999,13.1626,19.6607,13.226,14.2434,16.162599999999998,11.8498,13.671800000000001,11.3344,8.713799999999999,7.755,10.3488
Fire Inspectors and Investigators,19.3564,17.8255,21.6432,19.929,11.3232,14.8035,16.695,23.8592,15.994200000000001,19.404,10.427999999999999,24.4167,11.9822,15.8179,19.5287,18.0268,13.8706,5.9045000000000005,10.1574,12.608,6.472799999999999,3.9820000000000007,2.7416,19.232100000000003,14.683200000000001,21.390200000000004,24.009,21.87,16.3072,6.3909,15.387,24.2486,12.803999999999998,10.983600000000001,12.4875,10.9022,11.611600000000001,11.6493,11.7568,5.3873999999999995,8.129999999999999
Forest Fire Inspectors and Prevention Specialists,15.3504,23.1845,20.8582,16.3608,10.4325,12.9804,12.482999999999999,13.354800000000001,9.1396,19.173000000000002,12.489799999999999,17.366,17.476200000000002,12.467799999999999,21.7668,25.915499999999998,21.792700000000004,10.261000000000001,15.957600000000001,9.7008,5.499,13.0854,5.751900000000001,16.072,9.802,22.8352,18.0712,20.9676,16.1587,7.475999999999999,15.0944,20.496,17.9413,17.626800000000003,17.4265,13.9346,17.385,10.4615,10.0368,7.306,11.7274
Bailiffs,17.0505,23.520599999999998,20.923,13.0152,6.5268,16.464,14.151500000000002,12.931,12.9996,22.264,10.251199999999999,22.010999999999996,9.312000000000001,8.3232,16.8086,18.7544,10.934,6.8816,9.963099999999999,11.1741,2.4882,2.5116,3.2274,17.253,9.7295,20.293,16.5549,16.653,20.665399999999998,6.4512,23.6775,19.979400000000002,12.214799999999999,9.5432,12.3197,10.676,16.15,11.3322,8.7848,9.447,5.152
Correctional Officers and Jailers,15.4349,18.5088,15.825999999999999,12.629,7.9806,11.219999999999999,12.9596,15.1296,9.472,19.62,14.2659,18.6534,12.062399999999998,10.065,17.505,13.26,9.316,8.1189,8.522400000000001,13.944600000000001,5.3325000000000005,7.894500000000001,6.6514999999999995,18.6183,10.4895,18.945,13.587599999999998,18.4635,15.412500000000001,6.424200000000001,20.5027,10.3488,12.2622,13.7445,16.394399999999997,16.469,16.8448,12.5614,12.796800000000001,13.0875,12.0376
Detectives and Criminal Investigators,24.6954,16.5432,20.7207,9.333,7.5481,14.796000000000001,19.5104,15.586800000000002,17.5764,23.278,15.6768,22.7574,13.597800000000001,12.802,20.290499999999998,13.828799999999998,8.4224,4.12,13.7808,15.800399999999998,1.6854000000000002,2.3364000000000003,2.3807,20.826,13.8744,22.3046,23.9564,20.2709,15.6822,5.4834000000000005,21.525,22.999200000000002,11.6128,11.6435,13.855300000000002,11.572999999999999,12.267900000000001,10.325000000000001,10.9336,4.7459999999999996,5.8564
Police Identification and Records Officers,21.7305,20.7111,22.1,10.496,12.0946,15.725000000000001,17.941000000000003,18.117300000000004,15.800399999999998,21.6,7.6608,24.966,6.461399999999999,7.755999999999999,22.289399999999997,13.302299999999999,10.0674,6.8864,9.9034,17.63,3.1164,1.4544,1.52,24.346999999999998,15.184,21.3585,20.5814,17.539199999999997,9.7188,2.6128,12.7872,8.3538,6.026800000000001,5.735200000000001,8.778,2.9600999999999997,9.196399999999999,4.7174000000000005,6.021,0.5852,5.6619
Intelligence Analysts,29.15,16.9218,27.777,1.52,14.4414,12.042800000000002,29.287799999999997,16.724,31.4264,22.745799999999996,21.9372,26.164399999999997,16.9669,13.1698,24.794999999999998,1.0582,2.4472,2.0113999999999996,1.9889999999999999,24.544800000000002,0.793,0.6048,1.7113000000000003,21.3521,23.955999999999996,24.6323,21.0168,25.489800000000002,3.1514999999999995,7.2168,8.533,4.26,13.6956,13.3056,15.815099999999997,14.08,16.0428,17.590400000000002,14.2208,8.308,7.695800000000001
Fish and Game Wardens,22.0116,21.8241,22.220000000000002,14.275599999999999,11.734399999999999,12.3772,18.5547,22.6892,13.184000000000001,25.8366,18.881,20.8896,15.1016,17.856,21.48,22.362999999999996,16.666800000000002,10.3545,20.6414,11.775,3.5084,8.1104,4.033,19.794400000000003,12.813899999999999,22.1585,26.035999999999998,24.9312,14.535,11.703399999999998,19.1664,22.0248,11.041,8.966999999999999,13.1127,4.6398,11.100000000000001,7.4046,9.394,1.9965,6.8475
Parking Enforcement Workers,14.1856,14.7052,14.5584,14.9344,7.7006,16.561200000000003,15.084000000000001,15.47,12.4593,13.3942,13.419900000000002,13.783000000000001,8.9991,10.3704,15.9396,15.857800000000001,11.5188,12.5856,17.043,12.6,6.63,8.0487,13.026,16.253999999999998,10.331999999999999,23.012000000000004,18.321,18.43,19.3848,4.9896,14.974200000000002,16.461100000000002,10.013,8.2656,17.0435,9.0501,9.6075,7.9624,8.379,6.7479000000000005,6.125400000000001
Police and Sheriff's Patrol Officers,22.5094,21.156,23.8656,11.954699999999999,8.4617,18.249000000000002,19.288099999999996,19.631999999999998,16.2138,26.037599999999998,12.815199999999999,23.089199999999998,12.7939,13.034,18.533099999999997,18.4616,11.4231,9.1732,17.394,15.000200000000001,3.0953999999999997,5.1863,5.0786999999999995,20.9568,12.3648,22.0371,21.960399999999996,22.2489,24.969600000000003,11.7073,27.693099999999998,28.095299999999995,15.707600000000001,14.9328,18.786,15.355000000000002,14.062999999999999,13.199,14.6316,7.228,6.425
Customs and Border Protection Officers,25.3344,21.185399999999998,25.0154,13.714199999999998,13.9827,21.836000000000002,23.7396,23.4876,22.2798,23.144000000000002,11.7691,22.8112,10.5987,10.8064,14.211999999999998,13.532,10.4983,9.1296,9.7608,22.1741,3.2203999999999997,3.298,4.0512,22.472,17.561600000000002,23.637999999999998,16.4736,17.7096,9.0201,3.7800000000000002,13.780199999999999,22.871899999999997,11.286,10.419,13.265999999999998,9.7976,12.6483,9.7569,14.453599999999998,5.016,8.3738
Transit and Railroad Police,15.75,16.9576,13.200000000000001,5.642,8.4916,9.3612,15.7878,12.4214,8.201600000000001,18.762700000000002,9.38,20.112000000000002,12.2436,10.431,15.277199999999999,23.8492,9.641,4.6592,13.510800000000001,10.276,2.1452,3.6562,3.8664000000000005,22.785000000000004,11.359,20.064,15.947100000000002,17.025,19.8616,6.6516,23.0972,23.985,9.4526,7.299600000000001,12.1688,12.358,14.2857,12.185799999999999,8.712,6.165000000000001,6.136
Animal Control Workers,16.9242,16.2288,15.140400000000001,11.337299999999999,9.3492,12.3704,14.6862,19.800800000000002,10.205,19.3028,10.889999999999999,18.2556,10.0716,12.184399999999998,14.328,16.96,17.6295,3.7184999999999997,13.408000000000001,12.3795,1.6906,4.5969,1.6416,17.8416,9.8631,15.132100000000001,18.4868,14.1662,12.8466,7.0692,19.2698,20.805,9.160599999999999,6.7588,8.2919,5.379499999999999,7.073099999999999,10.251000000000001,8.8443,4.042,8.8275
Private Detectives and Investigators,21.755,15.993799999999998,19.412,7.938000000000001,8.262,16.5249,18.572400000000002,16.5645,19.2816,18.748499999999996,13.0152,20.593300000000003,12.5091,12.8898,16.154400000000003,5.328,2.646,2.73,9.854800000000001,14.973,1.7544,2.3205,4.992,20.7,9.1191,18.0456,18.872700000000002,18.049599999999998,2.8608,6.654800000000001,11.149600000000001,11.3666,9.1728,5.418,7.727999999999999,5.375,7.244800000000001,6.8816,16.1586,2.2532,7.952399999999999
Gambling Surveillance Officers and Gambling Investigators,20.8848,25.1442,22.5225,13.405000000000001,13.645800000000001,18.181500000000003,19.5502,21.6325,15.4,18.2304,12.375,22.6446,10.016,11.4665,19.236500000000003,5.1385,8.48,5.2779,1.7876,19.3116,3.6966,1.9812,4.46,23.9478,13.2936,25.5106,10.8498,16.092,8.121599999999999,0.952,9.6552,3.9034999999999997,10.758,7.1735999999999995,14.025,8.0352,12.7224,10.01,9.0628,2.2066,5.1983
Security Guards,25.052599999999998,14.9544,20.896399999999996,16.137900000000002,11.870099999999999,12.141,16.768800000000002,15.876,14.1805,19.0015,15.0046,17.4537,16.6866,14.4708,21.996000000000002,16.948800000000002,8.6391,5.089499999999999,13.8768,19.111500000000003,4.2592,3.2085,3.4615,19.577600000000004,13.8156,21.2018,17.094,23.8075,18.2185,7.7697,19.274,19.9272,16.3548,13.7708,19.2496,15.842199999999998,14.245000000000001,12.3556,12.663,15.3816,9.7888
Crossing Guards and Flaggers,10.137599999999999,9.2714,7.0028,5.5704,5.170599999999999,6.4155,5.826499999999999,6.816,5.576899999999999,8.091,4.4037,6.9322,5.4412,6.751899999999999,6.65,11.865,8.2895,3.1757999999999997,2.4189999999999996,2.9699999999999998,1.3572,1.1907,0.8910000000000001,5.186499999999999,3.8962000000000003,10.4293,7.101,9.638300000000001,12.5216,2.07,9.2708,10.732800000000001,3.9590000000000005,3.9201,5.390000000000001,1.3846,5.8316,4.2136000000000005,3.504,0.735,1.782
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",11.858,15.3908,13.0152,11.814599999999999,6.435,8.040000000000001,8.463199999999999,6.463800000000001,4.890599999999999,14.6664,7.7585,14.0194,4.618900000000001,7.075200000000001,12.1225,25.1304,12.4091,7.288400000000001,7.9806,5.2749999999999995,2.8985000000000003,5.5440000000000005,2.0698000000000003,13.489500000000001,4.5588,15.3182,10.9886,15.4693,25.244999999999997,3.8177999999999996,10.9152,16.4,9.633799999999999,11.7024,14.129,12.110999999999999,13.9825,10.251000000000001,5.164599999999999,5.5404,7.5051
Transportation Security Screeners,17.3442,11.8668,17.796300000000002,11.154,6.507000000000001,8.0085,8.0342,13.4266,7.8118,14.393,5.1979999999999995,15.042100000000001,5.514399999999999,7.911000000000001,6.811699999999999,16.1523,20.617,10.171199999999999,1.8744999999999998,7.32,0.5544,3.4068,7.4955,9.332799999999999,9.324,16.0344,6.8564,13.170399999999999,7.923,2.074,10.6051,17.32,9.793299999999999,9.9209,12.003200000000001,10.2718,12.0479,6.5532,5.4285000000000005,5.8548,5.2459999999999996
Retail Loss Prevention Specialists,19.923,20.797700000000003,21.3526,11.3634,10.6212,14.5299,23.056000000000004,22.5984,20.2662,22.122900000000005,11.916,19.16,12.003200000000001,14.0096,21.115,9.9792,8.509,4.765199999999999,6.5487,15.249,2.3478000000000003,2.7504,5.586,20.1376,11.4562,23.1516,10.0794,18.5725,8.207699999999999,4.7959000000000005,13.241499999999998,8.2333,7.6796,11.398200000000001,13.9128,11.0716,10.812,9.7656,11.5159,3.1016999999999997,6.873500000000001
Chefs and Head Cooks,17.555699999999998,16.12,19.463500000000003,12.6615,12.324599999999998,15.995100000000003,15.415999999999999,15.327,14.6294,20.658399999999997,21.1004,18.3736,14.588600000000001,21.3213,23.5494,17.5216,20.9862,15.194,7.289899999999999,11.651200000000001,5.831,11.0094,5.6544,12.1342,10.8097,21.3775,14.980999999999998,19.099800000000002,12.9297,11.245,19.5321,19.04,22.918799999999997,20.682900000000004,20.6449,21.7257,22.871899999999997,16.0645,14.5157,18.3365,19.617400000000004
First-Line Supervisors of Food Preparation and Serving Workers,14.9556,12.3876,17.241600000000002,10.590300000000001,7.4965,10.4329,9.4224,11.7486,7.521799999999999,14.118,8.293999999999999,12.0983,6.912,11.643999999999998,12.051599999999999,11.5258,14.267499999999998,11.3886,2.6035,8.5176,1.7523,4.0755,2.7598999999999996,6.1408000000000005,5.5952,13.8754,12.3442,16.0293,10.8192,12.1055,12.0153,13.9482,12.975,10.829799999999999,14.9328,14.5112,12.391399999999999,7.203,7.6405,7.783999999999999,10.848
"Cooks, Fast Food",7.5600000000000005,5.3675999999999995,7.864999999999999,3.2704999999999997,2.0705999999999998,4.5384,6.2208000000000006,2.7948000000000004,3.3078000000000003,6.622199999999999,6.026400000000001,8.595999999999998,4.194,4.29,8.128,8.8504,11.272300000000001,6.552,1.6267999999999998,4.5368,1.3114,3.7824,1.6928999999999998,3.6814000000000004,4.212,8.91,5.3599000000000006,6.3555,3.7168,5.0760000000000005,7.0308,6.6528,6.5771999999999995,6.424200000000001,7.7268,5.2341,7.083999999999999,5.842,1.4359,1.9706,4.7216000000000005
"Cooks, Institution and Cafeteria",15.522,11.589999999999998,15.265599999999997,8.970500000000001,7.7104,10.2752,8.712299999999999,11.132499999999999,7.4793,9.7544,5.7876,9.088,5.9706,7.037,13.9872,10.307599999999999,12.398399999999999,7.4469,3.1717,2.8684,0.676,2.356,0.67,7.0468,7.4601,14.0194,5.2143,15.694999999999999,11.555200000000001,3.1886,9.8452,6.609600000000001,9.0475,6.3555,9.786200000000001,7.98,9.1434,6.5195,3.806,3.6708,6.916499999999999
"Cooks, Private Household",15.9936,10.32,13.192,6.0663,7.871999999999999,7.14,8.2544,8.691999999999998,4.6255999999999995,9.8185,13.502600000000001,11.155199999999999,6.888,8.8796,18.1368,11.149600000000001,13.0152,6.550000000000001,3.993,5.969,0.48260000000000003,1.9634999999999998,0.496,5.814,2.4108,6.4974,10.620000000000001,17.1696,7.6729,9.8252,6.925,9.828,7.4513,3.2558,6.837,6.519,6.925,3.8352,11.403,2.0944,12.2484
"Cooks, Restaurant",14.7356,14.016,16.2127,10.934700000000001,9.329600000000001,10.2595,10.2752,12.6672,9.6064,11.854099999999999,11.042399999999999,13.7566,8.7856,10.8779,13.4504,13.6145,17.813000000000002,10.354,3.6571999999999996,6.025,3.3048,4.6605,3.9549999999999996,4.98,5.1678,13.8128,5.2891,11.803,8.1928,4.3011,10.048499999999999,10.9512,10.5488,8.9946,9.540000000000001,9.0288,10.23,5.922000000000001,5.3448,6.513599999999999,8.8795
"Cooks, Short Order",13.506300000000001,12.9238,14.0448,8.228,6.7782,9.193,10.714599999999999,9.5734,7.614,11.2847,9.5748,9.7026,7.1568,8.6272,11.1878,9.138800000000002,15.0234,6.238200000000001,4.3078,5.333200000000001,1.9949999999999999,4.5267,3.4228,4.554799999999999,5.308800000000001,8.812800000000001,5.313,7.0418,8.040000000000001,6.4022,9.322000000000001,10.9886,10.7236,7.686,7.900200000000001,5.9764,7.6396,4.977,4.2624,4.4121,8.4816
Food Preparation Workers,12.424999999999999,9.2664,13.1224,10.5408,7.7307,12.5644,10.823999999999998,9.036,7.245900000000001,10.654599999999999,10.527,11.2161,6.844,10.790999999999999,12.0575,13.763399999999999,17.4325,9.9078,4.3469999999999995,5.6376,3.2860000000000005,4.08,4.9302,6.9168,6.6316,15.0136,5.5722,16.836,10.4951,6.1539,11.388,13.602400000000001,12.354600000000001,10.692,9.7185,8.6598,10.8498,8.4816,4.9664,5.390000000000001,6.9948
Bartenders,9.7614,8.3657,11.218900000000001,7.9278,7.125299999999999,8.4474,6.3504000000000005,7.8447000000000005,5.508000000000001,8.97,9.99,9.7566,5.6160000000000005,7.02,8.33,8.6688,15.293500000000002,2.9961999999999995,2.4699999999999998,5.2684999999999995,1.0626,2.1079,1.539,7.072,2.3661000000000003,9.9116,9.36,19.4313,10.251199999999999,9.6104,10.4951,17.3382,11.9716,8.532000000000002,12.5172,10.971000000000002,11.4885,7.616,5.2722,5.580800000000001,12.141
Fast Food and Counter Workers,11.627,8.47,10.0794,6.572000000000001,3.0388,5.616,5.4102,5.7603,3.6685999999999996,6.6375,3.4524000000000004,4.92,2.6441000000000003,3.212,7.046,5.929,6.713000000000001,5.095299999999999,0.84,3.7130000000000005,1.2636,2.1375,2.04,2.6162,3.0723,9.706900000000001,4.4103,6.2178,7.090199999999999,6.493800000000001,7.6995000000000005,11.9491,9.632,7.3112,9.3148,7.5525,9.6398,5.1338,3.6267,4.95,6.0845
Baristas,9.802,9.424199999999999,13.3856,7.665899999999999,7.0372,8.559800000000001,6.0048,6.034199999999999,4.5652,8.58,6.7268,5.5876,5.1952,5.0592,12.1576,11.625599999999999,17.175,14.886899999999999,1.6652,5.2576,1.1934,7.3405,5.372400000000001,5.0414,4.6812000000000005,14.3864,10.584,19.6748,7.4525,10.0596,9.9735,19.402800000000003,7.1544,5.2428,10.488000000000001,6.508799999999999,7.3437,4.121600000000001,3.28,4.9266,8.092
Waiters and Waitresses,15.062599999999998,11.3634,13.4248,6.988800000000001,6.141800000000001,9.8042,6.5036,8.4074,4.5212,8.289,7.037999999999999,8.271899999999999,3.7513000000000005,4.7385,8.9936,11.218900000000001,16.0198,7.3117,1.089,5.076,1.0586000000000002,0.961,1.043,3.408,3.6888,13.8095,5.925000000000001,16.374699999999997,10.1724,9.951,11.1441,17.3633,8.3316,6.1056,9.1184,5.896000000000001,7.867999999999999,6.2976,5.3816,2.8032,5.7708
"Food Servers, Nonrestaurant",16.0979,12.7872,18.702599999999997,10.1332,4.3432,7.4536,10.7415,10.4895,10.397599999999999,10.2279,6.8595,7.742999999999999,4.1495999999999995,4.0001999999999995,10.6913,16.1916,16.7897,10.1024,2.0618,7.419999999999999,1.6625999999999999,2.013,1.9719999999999998,7.4214,6.026400000000001,15.089,10.4325,14.7232,14.523600000000002,5.0127,10.0473,18.813999999999997,8.5556,6.797700000000001,10.92,7.5616,10.8819,7.3968,4.4238,3.1266000000000003,8.3804
Dining Room and Cafeteria Attendants and Bartender Helpers,9.6615,6.435,11.8769,4.6112,4.929,8.393099999999999,6.249599999999999,5.1045,4.6656,8.8476,9.0298,6.5212,7.5576,11.1741,8.1168,8.4102,10.5248,5.475599999999999,2.3478000000000003,9.1504,2.9898,4.0185,3.6022,3.8478,4.074999999999999,16.466700000000003,5.463500000000001,15.442199999999998,11.790199999999999,7.316800000000001,8.6982,12.9696,9.7953,8.4005,9.077,4.9601,8.41,5.1075,3.5496,6.4559999999999995,7.298799999999999
Dishwashers,16.758000000000003,13.660599999999999,17.5329,18.1274,11.1734,13.571,11.985199999999999,12.5208,8.2852,17.2236,7.307999999999999,11.6128,12.7922,8.819999999999999,13.6171,12.387999999999998,20.525199999999998,11.1156,5.4528,6.1455,3.5672,13.1376,7.2090000000000005,5.7117,4.469399999999999,14.021999999999998,3.1262,15.1202,11.691500000000001,7.315,11.2992,9.372,10.004,10.0152,8.290799999999999,7.598,7.643200000000001,8.2474,4.202099999999999,4.368,6.8618999999999994
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",9.116,8.531600000000001,12.8856,4.572,4.3365,6.2985,5.460999999999999,5.0344,3.6572999999999998,9.1687,6.7338,6.5754,3.0104,4.1652,7.296,6.2245,7.138300000000001,2.8462000000000005,0.11660000000000001,3.876,0.44279999999999997,0.528,0.275,2.2644,1.267,10.548,7.3,13.986999999999998,8.0342,7.187700000000001,7.847699999999999,16.154,7.804799999999999,6.09,5.9125,3.8808,5.4356,3.3000000000000003,2.646,2.1045,3.5587999999999997
First-Line Supervisors of Housekeeping and Janitorial Workers,18.732,16.3374,17.671499999999998,20.713800000000003,12.9688,16.826999999999998,15.4869,14.5145,10.692,19.3581,12.2672,15.371400000000001,10.718399999999999,17.6341,18.3608,13.9347,14.8512,11.988000000000001,6.425599999999999,14.174600000000002,7.3377,7.8674,10.4005,11.798,13.565999999999999,21.976499999999998,5.832,19.2038,19.3284,9.993199999999998,14.4018,14.870700000000001,22.422,15.0512,18.531799999999997,20.5827,16.4248,13.3189,14.6304,12.331199999999999,14.180399999999999
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",17.3808,18.1792,17.2224,16.2384,10.3429,14.171000000000001,13.6896,16.3047,8.67,18.4458,14.818999999999999,18.5399,11.0565,21.6672,21.9912,19.206,23.818500000000004,16.514,17.4096,7.618,9.5788,14.372399999999999,10.004,14.0,10.4828,19.785600000000002,12.776399999999999,18.0686,7.5898,7.5609,15.084999999999999,14.7768,22.323200000000003,15.5624,15.6238,21.248,18.305100000000003,15.158499999999998,8.8184,14.940000000000001,16.5594
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",11.7975,13.3248,11.7304,11.3765,7.516799999999999,9.3016,9.7888,8.083499999999999,7.1526000000000005,14.2848,11.5218,11.6205,11.149199999999999,11.021999999999998,14.1232,14.2884,13.248000000000001,8.5346,4.06,7.148399999999999,2.0618,7.7203,5.8911,7.8740000000000006,5.870500000000001,15.645500000000002,4.4702,11.040000000000001,9.207,4.3979,7.4601,7.2192,10.5544,9.187199999999999,9.3107,5.547599999999999,6.726,5.1972,4.240600000000001,4.1108,7.7307999999999995
Maids and Housekeeping Cleaners,8.521099999999999,7.755,6.8486,6.2415,3.0488,4.5018,6.201,5.6854000000000005,3.1755,6.0228,3.8325,5.478400000000001,3.5185,5.6496,8.200800000000001,12.089,10.4927,3.3702,1.4994,1.6512,0.6345,3.036,2.6664000000000003,5.096,5.683999999999999,7.944,3.9207999999999994,7.6976,10.574,2.3049,5.4704,9.4997,6.0568,4.8111999999999995,4.7684999999999995,3.12,4.2585,2.6081999999999996,1.2324000000000002,1.4080000000000001,4.3008
Pest Control Workers,15.608999999999998,14.5157,16.688100000000002,15.936,8.045399999999999,6.7392,9.8936,9.3898,6.635199999999999,15.470999999999998,10.2144,15.2966,7.7867999999999995,11.507799999999998,13.713799999999999,16.200000000000003,14.614199999999999,6.9322,13.272000000000002,3.55,2.2704,7.2345,1.8414000000000001,11.356800000000002,5.754599999999999,16.36,15.0156,17.4168,5.625,10.335,8.969999999999999,15.4822,4.5384,6.0225,7.3836,5.538,5.8949,5.7479,5.940000000000001,2.7777,6.302
Landscaping and Groundskeeping Workers,10.476,8.690000000000001,9.4116,10.143,5.3105,7.235200000000001,4.464,10.4972,3.42,11.7304,11.4582,12.78,4.656300000000001,9.8252,11.833599999999999,14.6248,20.163,14.7431,9.351999999999999,0.375,0.4953,12.678600000000001,1.4664,1.599,1.9894999999999998,7.244800000000001,1.4904000000000002,14.381,9.8969,1.6320000000000001,3.2704000000000004,4.384399999999999,7.666399999999999,6.725,6.810499999999999,1.9982,8.823400000000001,1.6199,1.2168,1.2798,2.9673
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",14.076,18.3084,16.3207,15.326600000000001,9.5328,11.0889,10.3896,11.927999999999999,7.585799999999999,15.5584,10.4751,15.708499999999999,9.09,12.678600000000001,15.7757,20.501999999999995,21.212899999999998,12.528,15.515999999999998,4.296600000000001,2.7633,14.0298,3.6471999999999998,14.457,6.8676,14.64,13.5415,14.623100000000003,9.519,9.5931,11.3715,18.2455,9.669,6.7818,10.816,6.8500000000000005,8.932,7.923,6.6123,4.773000000000001,8.820500000000001
Tree Trimmers and Pruners,15.494700000000002,17.82,14.8604,23.937,10.5525,11.696,8.4096,12.24,7.1424,18.115900000000003,10.130999999999998,14.455500000000002,9.344,9.998999999999999,9.3956,23.294399999999996,21.4936,16.0632,20.565599999999996,1.4976,3.1717,11.6963,2.565,3.9457,5.7036,12.2451,5.5388,7.946000000000001,8.5624,4.7924999999999995,6.837,6.5212,7.645,4.2108,11.0536,6.993,8.5039,4.339199999999999,2.646,1.8315000000000001,6.7518
First-Line Supervisors of Gambling Services Workers,11.3552,9.03,9.7636,5.9768,4.4719,7.973400000000001,9.605099999999998,11.253499999999999,6.2331,10.416,4.8777,10.132,4.469399999999999,7.371200000000001,11.7208,7.695000000000001,6.3488,3.7487999999999997,0.8495999999999999,11.0166,0.9656,2.2225,2.9898,9.853,6.2048000000000005,14.014000000000001,6.3252,12.6586,8.9428,3.7518000000000002,13.487400000000001,22.8206,8.99,8.872200000000001,8.55,14.4905,12.080200000000001,5.684,7.4635,4.6056,2.5802
First-Line Supervisors of Personal Service Workers,18.4164,10.335,16.932599999999997,6.0794999999999995,4.1415999999999995,13.1394,11.997200000000001,12.338000000000001,5.0049,17.4648,13.462499999999999,12.2796,5.286299999999999,12.46,21.3521,5.6816,8.5412,3.5392000000000006,2.2577,10.305900000000001,1.1692,3.2116,2.058,9.1791,6.0112000000000005,19.176299999999998,11.5258,20.649600000000003,12.386800000000001,10.923,13.8,13.1394,9.184,8.6592,11.628,10.7559,13.806,5.559,14.2486,10.3659,11.4896
Animal Trainers,14.168000000000001,12.276,16.1204,5.2578,5.715,14.746,7.5589,9.2944,6.475,20.8582,18.7289,13.2468,11.9491,12.572999999999999,14.174999999999999,21.3934,16.3296,2.4528,4.7175,6.2356,0.7888000000000001,1.3775,0.6517000000000001,11.6843,12.4214,17.2095,17.4325,18.892799999999998,10.788,11.979,12.1448,18.8328,11.1901,7.559400000000001,18.6992,7.7259,12.886,14.3241,9.5718,4.323899999999999,8.2852
Animal Caretakers,13.9284,14.629999999999999,13.553799999999999,9.6205,5.7552,9.2352,11.799,7.7056,5.348199999999999,13.170499999999999,11.3232,11.5934,6.964900000000001,8.4064,15.732000000000001,19.483500000000003,22.2915,4.2586,3.072,6.7976,0.783,2.3842000000000003,1.6224,9.487,8.211,16.1204,10.6272,14.8512,10.7256,4.8837,8.76,12.096,7.729000000000001,5.6511,8.7612,4.099200000000001,6.5268,5.976,6.1383,1.9991999999999999,6.050700000000001
Gambling Dealers,7.3386000000000005,4.3183,5.358,1.9046,0.9295,5.7057,4.4226,5.0615,2.4435000000000002,4.3845,2.03,4.9059,1.4746,2.8116,1.7655,5.287699999999999,9.7976,2.4379999999999997,0.5206999999999999,1.4043,0.22999999999999998,0.2376,1.0919999999999999,2.2260999999999997,5.1906,11.5248,7.125299999999999,12.4353,6.324,3.2550000000000003,6.802099999999999,15.712500000000002,3.8356,4.7385,5.976,3.4275999999999995,6.366600000000001,3.212,1.2403000000000002,0.3904,2.6784
Gambling and Sports Book Writers and Runners,13.359,9.6398,9.9855,6.9958,4.1193,5.474099999999999,12.0848,6.7208,3.9964,10.3108,5.311,10.888499999999999,2.8274999999999997,5.1212,4.8464,3.9207999999999994,4.2139999999999995,4.4814,1.0657999999999999,6.27,1.1398,2.457,3.3390000000000004,5.271,5.7681,13.570199999999998,10.695,14.777099999999999,11.0466,7.371200000000001,7.838399999999999,20.5588,8.1872,5.14,9.5734,5.795999999999999,6.2937,3.4278,6.255,3.5621,4.0804
Motion Picture Projectionists,11.4162,10.785599999999999,8.4816,10.3598,2.45,5.18,6.1924,4.366,2.9600999999999997,8.9744,2.73,9.327399999999999,1.7920000000000003,7.3297,7.7006,6.3069999999999995,11.566600000000001,10.417800000000002,0.4636,12.3786,2.3808000000000002,8.54,10.143,3.3480000000000003,1.9620000000000002,13.2172,4.4454,7.316400000000001,2.8992,1.4841,4.686,9.355500000000001,5.2704,2.1356999999999995,7.735699999999999,4.3739,4.8822,4.0077,3.3488,1.9538999999999997,3.536
